3.796011507511138916e-01,3.108472526073455811e-01,3.095515966415405273e-01
3.642187714576721191e-01,3.188321292400360107e-01,3.169490993022918701e-01
4.128765463829040527e-01,2.948437631130218506e-01,2.922796607017517090e-01
3.943378031253814697e-01,3.038357496261596680e-01,3.018264174461364746e-01
3.708084225654602051e-01,3.155307769775390625e-01,3.136608004570007324e-01
3.705669045448303223e-01,3.151248097419738770e-01,3.143082559108734131e-01
3.843854069709777832e-01,3.090926706790924072e-01,3.065219223499298096e-01
3.617882132530212402e-01,3.199728429317474365e-01,3.182389438152313232e-01
3.811061084270477295e-01,3.103266656398773193e-01,3.085672259330749512e-01
3.635677695274353027e-01,3.188398480415344238e-01,3.175923824310302734e-01
3.676909208297729492e-01,3.166800141334533691e-01,3.156290650367736816e-01
3.723007738590240479e-01,3.145837187767028809e-01,3.131155073642730713e-01
3.639283180236816406e-01,3.187223374843597412e-01,3.173493444919586182e-01
3.834888935089111328e-01,3.093021810054779053e-01,3.072089254856109619e-01
3.567224740982055664e-01,3.221911787986755371e-01,3.210863471031188965e-01
3.691598474979400635e-01,3.161017298698425293e-01,3.147384226322174072e-01
3.689591288566589355e-01,3.163455724716186523e-01,3.146952986717224121e-01
3.889987468719482422e-01,3.061661720275878906e-01,3.048351109027862549e-01
3.634042441844940186e-01,3.189412355422973633e-01,3.176545202732086182e-01
3.853748738765716553e-01,3.086287379264831543e-01,3.059963881969451904e-01
3.752900958061218262e-01,3.133342266082763672e-01,3.113757073879241943e-01
3.750635981559753418e-01,3.130844235420227051e-01,3.118519783020019531e-01
3.876458704471588135e-01,3.070247769355773926e-01,3.053293526172637939e-01
3.613615632057189941e-01,3.200028836727142334e-01,3.186355531215667725e-01
3.558677136898040771e-01,3.227311074733734131e-01,3.214011788368225098e-01
3.683270514011383057e-01,3.164598047733306885e-01,3.152131438255310059e-01
3.629294931888580322e-01,3.191773295402526855e-01,3.178931772708892822e-01
3.564365804195404053e-01,3.221995532512664795e-01,3.213638663291931152e-01
4.040379524230957031e-01,2.989286780357360840e-01,2.970333695411682129e-01
