3.315910398960113525e-01,3.339262306690216064e-01,3.344827294349670410e-01
3.316353559494018555e-01,3.339040875434875488e-01,3.344605565071105957e-01
3.316763043403625488e-01,3.338834345340728760e-01,3.344402909278869629e-01
3.317185342311859131e-01,3.338623940944671631e-01,3.344190120697021484e-01
3.317603766918182373e-01,3.338416218757629395e-01,3.343980610370635986e-01
3.317998647689819336e-01,3.338220417499542236e-01,3.343780636787414551e-01
3.318356871604919434e-01,3.338039815425872803e-01,3.343602418899536133e-01
3.318499326705932617e-01,3.337990939617156982e-01,3.343509137630462646e-01
3.318604826927185059e-01,3.337950706481933594e-01,3.343444764614105225e-01
3.318648934364318848e-01,3.337959647178649902e-01,3.343391418457031250e-01
3.318749368190765381e-01,3.337942063808441162e-01,3.343308568000793457e-01
3.318881988525390625e-01,3.337909877300262451e-01,3.343207836151123047e-01
3.319014012813568115e-01,3.337877988815307617e-01,3.343108594417572021e-01
3.319227099418640137e-01,3.337807059288024902e-01,3.342965245246887207e-01
3.319435119628906250e-01,3.337771892547607422e-01,3.342792987823486328e-01
3.319678902626037598e-01,3.337716758251190186e-01,3.342604935169219971e-01
3.319975435733795166e-01,3.337627053260803223e-01,3.342397212982177734e-01
3.320312500000000000e-01,3.337505459785461426e-01,3.342182636260986328e-01
3.320668339729309082e-01,3.337372541427612305e-01,3.341959714889526367e-01
3.321034610271453857e-01,3.337226212024688721e-01,3.341739773750305176e-01
3.321399986743927002e-01,3.337088525295257568e-01,3.341511189937591553e-01
3.321763873100280762e-01,3.336959779262542725e-01,3.341276645660400391e-01
3.322129845619201660e-01,3.336819112300872803e-01,3.341051042079925537e-01
3.322502076625823975e-01,3.336672782897949219e-01,3.340825140476226807e-01
3.322871327400207520e-01,3.336539566516876221e-01,3.340589702129364014e-01
3.323234617710113525e-01,3.336394727230072021e-01,3.340370655059814453e-01
3.323590755462646484e-01,3.336247503757476807e-01,3.340161740779876709e-01
3.323950469493865967e-01,3.336094915866851807e-01,3.339954316616058350e-01
3.324327766895294189e-01,3.335934281349182129e-01,3.339738249778747559e-01
3.324730098247528076e-01,3.335760235786437988e-01,3.339509069919586182e-01
3.325141668319702148e-01,3.335583209991455078e-01,3.339274823665618896e-01
3.325535655021667480e-01,3.335419297218322754e-01,3.339044451713562012e-01
3.325913548469543457e-01,3.335265815258026123e-01,3.338820636272430420e-01
3.326275944709777832e-01,3.335112035274505615e-01,3.338611721992492676e-01
3.326651751995086670e-01,3.334943950176239014e-01,3.338404297828674316e-01
3.327023684978485107e-01,3.334767818450927734e-01,3.338209092617034912e-01
3.327379822731018066e-01,3.334596157073974609e-01,3.338023722171783447e-01
3.327731192111968994e-01,3.334430456161499023e-01,3.337838649749755859e-01
3.328061997890472412e-01,3.334261178970336914e-01,3.337677121162414551e-01
3.328413963317871094e-01,3.334084451198577881e-01,3.337501585483551025e-01
3.328752815723419189e-01,3.333925902843475342e-01,3.337321579456329346e-01
3.329079747200012207e-01,3.333774805068969727e-01,3.337144851684570312e-01
3.329405784606933594e-01,3.333638906478881836e-01,3.336955308914184570e-01
3.329727351665496826e-01,3.333510160446166992e-01,3.336762785911560059e-01
3.330093324184417725e-01,3.333353400230407715e-01,3.336553275585174561e-01
3.330506682395935059e-01,3.333172798156738281e-01,3.336320519447326660e-01
3.330926597118377686e-01,3.332973122596740723e-01,3.336100280284881592e-01
